0,pinyin,mim simpl,mim trad,Glosnnummer,Functioneel,HIERARCHIE DINGEMANSE,Gloss meaning,Middle Chinese,MC tonen,Morf,zdic,Translation,Sem typ (corpus),Sem typ (dict),Fanqie zdic,AUTHOR ENGL,AUTHOR CHI,BORN,DIED,old birhplace,current place,other place (current),titel,POEM PLACE,Syntaxis,distichon/regel,vert Wang,Uitspraak distichon,pagina Wang,onderdeel 3TP,link,,,http://zh.wikisource.org/wiki/%E5%94%90%E8%A9%A9%E4%B8%89%E7%99%BE%E9%A6%96,,,,,,
170,mángmáng,茫茫,茫茫,126,PR,VISUAL,numerous,#mang~mang,P~P,RED,1.广大而辽阔。2.遥远。 3.渺茫；模糊不清。 4.纷繁，纷杂；众多。 5.茂盛。,1. Vast. 2. Distant. 3. Slim, blurred. 4. Numerous and confused. 5. Flourishing.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。,Wei Yingwu,韋應物,737,792,京兆,西安,,寄李儋元錫,,7 34,世事茫茫難自料，春愁黯黯獨成眠。,"In this world of vicissitudes, what will happen one can't reckon; gloomily lade with spring sadness, I alone go to sleep here.",Shìshì mángmáng nán zì liào, chūnchóu àn àn dú chéngmián.,272,七言律诗,http://zh.wikisource.org/wiki/%E5%AF%84%E6%9D%8E%E5%84%8B%E5%85%83%E9%8C%AB,,,,,,,
49,mǎngmǎng,莽莽,莽莽,34,PR,VISUAL,boundless,#mangH~mangH,S~S,RED,1.茂盛貌。2.众多貌。犹累累。 3.长大貌。4.无涯际貌。5.指时间的长远无际；悠久。6.渺茫；迷茫。 7.草率；鲁莽。 8.气势雄浑貌。 ,1. Seeming lush. 2. Seeming numerous and countless. 3. Seeming grown up. 4. Boundless. 5. Long term and boundless time period. 6. Uncertain, confused. 7. Rash and reckless. 8. Seeming forceful.,PHENO,PHENO,《唐韻》《廣韻》莫朗切《集韻》《類篇》模朗切，音蟒。,Cen Shen,岑參,715,770,南陽,邓州市,荆州,走馬川行奉送封大夫出師西征,,7 34,走馬川行雪海邊，平沙莽莽黃入天。,The Running-Horse River flows by a sea of snow; where sands are vast that rise up the sky yellow!,Zǒumǎ chuān xíng xuě hǎibiān, píng shā mǎngmǎng huáng rù tiān.,70,七言古诗,http://zh.wikisource.org/wiki/%E8%B5%B0%E9%A6%AC%E5%B7%9D%E8%A1%8C%E5%A5%89%E9%80%81%E5%B0%81%E5%A4%A7%E5%A4%AB%E5%87%BA%E5%B8%AB%E8%A5%BF%E5%BE%81,,,,,,,
110,mángrán,茫然,茫然,78,UT,VISUAL+INNER_FEELINGS,immense,#mang-*nyen,P-P,RAN,亦作“ 芒然 ”。 1.广阔无边的样子。 2.模糊不清的样子；无所知的样子。3.犹惘然。失意的样子。4.急遽貌。茫，通“ 忙 ”。 ,1. Vast and immense. 2. Unclear and unknown. 3. Frustrated and disappointed. 4. Seeming rapid.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Li Bai,李白,701,762,綿州,省江油市,托克马克,蜀道難,,5 45,蠶叢及魚鳧，開國何茫然。,The Kind Cancong together with the King Yufu; how mythic was the kingdom founded there by them two!,Cán cóng jí yú fú, kāiguó hé mángrán.,136,乐府,http://zh.wikisource.org/wiki/%E8%9C%80%E9%81%93%E9%9B%A3_(%E6%9D%8E%E7%99%BD),,,,,,,,
117,mángrán,茫然,茫然,83,PR,COGNITIVE_STATE,unclear,#mang-*nyen,P-P,RAN,亦作“ 芒然 ”。 1.广阔无边的样子。 2.模糊不清的样子；无所知的样子。3.犹惘然。失意的样子。4.急遽貌。茫，通“ 忙 ”。 ,1. Vast and immense. 2. Unclear and unknown. 3. Frustrated and disappointed. 4. Seeming rapid.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Li Bai,李白,701,762,綿州,省江油市,托克马克,行路難之一,,7 67,停杯投箸不能食，拔劒四顧心茫然。,"Laying down my cup and chop-sticks, I can eat nought; but drawing my sword, I look around, lost in deep thought.",Tíng bēi tóu zhù bùnéng shí, bá jiàn sìgù xīn mángrán.,141,乐府,http://zh.wikisource.org/wiki/%E8%A1%8C%E8%B7%AF%E9%9B%A3_(%E9%87%91%E6%A8%BD%E6%B8%85%E9%85%92%E6%96%97%E5%8D%81%E5%8D%83),,,,,,,,
184,mángrán,茫然,茫然,137,PR,VISUAL,unknown,#mang-*nyen,P-P,RAN,亦作“ 芒然 ”。 1.广阔无边的样子。 2.模糊不清的样子；无所知的样子。3.犹惘然。失意的样子。4.急遽貌。茫，通“ 忙 ”。 ,1. Vast and immense. 2. Unclear and unknown. 3. Frustrated and disappointed. 4. Seeming rapid.,PHENO,PHENO,《玉篇》《唐韻》《廣韻》莫郞切《集韻》謨郞切，音忙。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Wen Tingyun,溫庭筠,812,870,太原,祁縣,,蘇武廟,,7 67,蘇武魂銷漢使前，古祠高樹兩茫然。,"When Su Wu met Han's envoy, of broken heart he would die; but now so calm remain his old shrine and tall trees around.",Sūwǔ hún xiāo hàn shǐ qián, gǔ cí gāoshù liǎng mángrán.,293,七言律诗,http://zh.wikisource.org/wiki/%E8%98%87%E6%AD%A6%E5%BB%9F,,,,,,,,
190,mànmàn,漫漫,漫漫,142,PR,VISUAL,boundless,*manH~manH,Q~Q,RED,1.广远无际貌。2.长貌；久貌。3.平缓貌。4.遍布貌。5.众多貌。6.放任，放纵。7.昏愦糊涂。8.浩荡貌。 9.容光焕发的样子。10.慢慢。 ,1. Seemingly boundless. 2. Seeming long (in space and time). 3. Seeming gentle. 4. Seeming ubiquitous. 5. Seeming numerous. 6. Indulge. 7. Confused. 8. Seeming vast and mighty. 9. Radiant. 10. Slowly.,PHENO,PHENO,《廣韻》《集韻》《韻會》《正韻》莫半切，音縵。,Cen Shen,岑參,715,770,南陽,邓州市,荆州,逢入京使,,7 67,故園東望路漫漫，雙袖龍鍾淚不乾。,"Looking eastwards, I feel my homeland lies far, far away; in vain I try with sleeves my o'erflowing of tears to stay.",Gùyuán dōng wàng lù mànmàn, shuāng xiù lóngzhōng lèi bù gān.,326,七言绝句,http://zh.wikisource.org/wiki/%E9%80%A2%E5%85%A5%E4%BA%AC%E4%BD%BF,,,,,,,,
130,mànmàn,漫漫,漫漫,94,PR,TIME,long lasting,*manH~manH,Q~Q,RED,1.广远无际貌。2.长貌；久貌。3.平缓貌。4.遍布貌。5.众多貌。6.放任，放纵。7.昏愦糊涂。8.浩荡貌。 9.容光焕发的样子。10.慢慢。 ,1. Seemingly boundless. 2. Seeming long (in space and time). 3. Seeming gentle. 4. Seeming ubiquitous. 5. Seeming numerous. 6. Indulge. 7. Confused. 8. Seeming vast and mighty. 9. Radiant. 10. Slowly.,PHENO,PHENO,《廣韻》《集韻》《韻會》《正韻》莫半切，音縵。,Meng Haoran,孟浩然,689,740,襄陽,襄阳,,早寒有懷,,5 45,迷津欲有問，平海夕漫漫。,"I am anxious to know where lies my course right; on such boundless water in the long, long night.",Míjīn yù yǒu wèn, píng hǎi xī mànmàn.,204,五言律诗,http://zh.wikisource.org/wiki/%E6%97%A9%E5%AF%92%E6%9C%89%E6%87%B7,,,,,,,,
20,méngméng,濛濛,濛濛,15,PR,VISUAL,flourishing,*muwng~muwng,P-P,RED,1. 迷茫貌。2.纷杂貌。3.浓盛貌。,1. Vast, hazy. 2. Numerous, disorderly. 3. Thick, prosperous.,,,莫紅切，平東，明。,Cen Shen,岑參,715,770,南陽,邓州市,荆州,與高適薛據登慈恩寺浮圖,,5 45,五陵北原上，萬古青濛濛。,The five toms of emperors on the orth plain; are forever green and misty remain.,Wǔ líng běiyuán shàng, wàngǔ qīng méngméng.,29,五言古诗,http://zh.wikisource.org/wiki/%E8%88%87%E9%AB%98%E9%81%A9%E8%96%9B%E6%93%9A%E7%99%BB%E6%85%88%E6%81%A9%E5%AF%BA%E6%B5%AE%E5%9C%96,,,,,
32,mì mi ,密密,密密,23,AD,VISUAL,close,*mit~mit,R~R,RED,1.勤勉努力。2.亲密。 3.紧密；细密。4.犹秘密。5.迷茫貌。,1. Diligent. 2. Intimate. 3. Close. 4. Secretly. 5. Seemingly confused.,PSYCHO,PSYCHO,《唐韻》美畢切《集韻》《韻會》莫筆切《正韻》覓筆切，音蜜。,Meng Jiao,孟郊,751,814,武康,德清,,遊子吟,,5 34,臨行密密縫，意恐遲遲歸。,She sews with stitches close to each other; for fear he may about the world long roam.,Lín xíng mì mi fèng, yì kǒng chí chí guī.,51,乐府,http://zh.wikisource.org/wiki/%E9%81%8A%E5%AD%90%E5%90%9F_(%E5%AD%9F%E9%83%8A),,,,,,,,
86,miánmián,绵绵,綿綿,63,PR,VISUAL,continuous,#mjen~mjen,P-P,RED,亦作“緜绵”。 1.连续不断貌。2.微细；微弱。3.安静貌。,1. Seeming continuous. 2. Very small, feeble. 3. Seemingly quiet.,PHENO,PHENO,《玉篇》《廣韻》《集韻》同緜。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 34,天長地久有時盡，此恨綿綿無絕期。,"Ne'er have heaven and earth so long passed, but they'll sometime come to their last; while there'll be no end to the sorrow, of these two lovers deep in love so!",Tiānchángdìjiǔ yǒu shí jǐn, cǐ hèn miánmián wú jué qī.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,
168,miǎorán,渺然,渺然,124,PR,COGNITIVE_STATE,far away,*mjiewX-*nyen,S-P,RAN,1.广远貌。 2.微小貌；藐小貌。 3.因久远而形影模糊以至消失。,1. Seeming far away. 2. Seeming very small and tiny. 3. So far away it seems to disappear.,PHENO,PHENO,《廣韻》亡沼切《集韻》《韻會》《正韻》弭沼切，音眇。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Liu Changqing,劉長卿,710,789,河南,河间市,宣城市,自夏口至鸚鵡洲望岳陽寄元中丞,,7 67,汀洲無浪復無煙，楚客相思益渺然。,"It being fine, there're no waves or mists about het Parrot Sand Bar; I, a stranger here, think the more of you, my dear friend who's afar.",Tīng zhōu wú làng fù wúyān, chǔ kè xiāngsī yì miǎorán.,270,七言律诗,http://zh.wikisource.org/wiki/%E8%87%AA%E5%A4%8F%E5%8F%A3%E8%87%B3%E9%B8%9A%E9%B5%A1%E6%B4%B2%E6%9C%9B%E5%B2%B3%E9%99%BD%E5%AF%84%E5%85%83%E4%B8%AD%E4%B8%9E,,,,,,,,
52,míngmíng,冥冥,冥冥,37,PR,VISUAL,dark,*meng~meng,P-P,RED,1.昏暗貌。2.黑夜；晚上。3.懵懂无知貌。4.引申为不知不觉。 5.迷漫。6.渺茫貌。7.高远貌。8.指高远的空际。 9.幽深貌。10. 指避世隐居之处。 11.指阴间。12.泛指主宰人世祸福的神灵世界。 13.指死亡。14.昏迷；麻木。 15.沉默不语貌。 16.专心致志貌。17.私下；暗中。,1. Seeming dark. 2. Night. 3. Seeming ignorant. 4. Unconscious (metonymy). 5. Hazy. 6. Seeming uncertain. 7. Seeming lofty. 8. Lofty sky. 9. Seeming deep and hidden. 10. Reclusive place. 11. Underworld. 12. World of the spirits that dominate the (mis)fortune of the human world. 13. Death. 14. Unconscious, numb. 15. Silently appearing. 16. Seemingly concentrating. 17. Privately, secretly.,PHENO,PHEPSY,《唐韻》莫經切《集韻》《韻會》忙經切《正韻》眉兵切，音銘。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,寄韓諫議注,,7 34,鴻飛冥冥日月白，青楓葉赤天雨霜。,"A swan goose in the air, you're like sun and moon clean; or like frost that falls on red leaves of maples green.",Hóng fēi míng míng rì yuè bái, qīngfēngyè chì tiān yǔ shuāng.,76,七言古诗,http://zh.wikisource.org/wiki/%E5%AF%84%E9%9F%93%E8%AB%AB%E8%AD%B0%E6%B3%A8,,,,,,
56,míngmíng,冥冥,冥冥,39,BG,EVALUATION,uncertain,*meng~meng,P-P,RED,1.昏暗貌。2.黑夜；晚上。3.懵懂无知貌。4.引申为不知不觉。 5.迷漫。6.渺茫貌。7.高远貌。8.指高远的空际。 9.幽深貌。10. 指避世隐居之处。 11.指阴间。12.泛指主宰人世祸福的神灵世界。 13.指死亡。14.昏迷；麻木。 15.沉默不语貌。 16.专心致志貌。17.私下；暗中。,1. Seeming dark. 2. Night. 3. Seeming ignorant. 4. Unconscious (metonymy). 5. Hazy. 6. Seeming uncertain. 7. Seeming lofty. 8. Lofty sky. 9. Seeming deep and hidden. 10. Reclusive place. 11. Underworld. 12. World of the spirits that dominate the (mis)fortune of the human world. 13. Death. 14. Unconscious, numb. 15. Silently appearing. 16. Seemingly concentrating. 17. Privately, secretly.,PHENO,PHEPSY,《唐韻》莫經切《集韻》《韻會》忙經切《正韻》眉兵切，音銘。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,古柏行,,7 12,落落盤據雖得地，冥冥孤高多烈風。,"Though this tall tree has its blessed place aloof to stand; lonely and high, it can hardly strong wind withstand.",Luòluò pán jù suī dé de, míng míng gūgāo duō lièfēng.,78,七言古诗,http://zh.wikisource.org/wiki/%E5%8F%A4%E6%9F%8F%E8%A1%8C,,,,,,
23,míngmíng,冥冥,冥冥,17,BG,VISUAL,secretly,*meng~meng,P-P,RED,1.昏暗貌。2.黑夜；晚上。3.懵懂无知貌。4.引申为不知不觉。 5.迷漫。6.渺茫貌。7.高远貌。8.指高远的空际。 9.幽深貌。10. 指避世隐居之处。 11.指阴间。12.泛指主宰人世祸福的神灵世界。 13.指死亡。14.昏迷；麻木。 15.沉默不语貌。 16.专心致志貌。17.私下；暗中。,1. Seeming dark. 2. Night. 3. Seeming ignorant. 4. Unconscious (metonymy). 5. Hazy. 6. Seeming uncertain. 7. Seeming lofty. 8. Lofty sky. 9. Seeming deep and hidden. 10. Reclusive place. 11. Underworld. 12. World of the spirits that dominate the (mis)fortune of the human world. 13. Death. 14. Unconscious, numb. 15. Silently appearing. 16. Seemingly concentrating. 17. Privately, secretly.,PHENO,PHEPSY,《唐韻》莫經切《集韻》《韻會》忙經切《正韻》眉兵切，音銘。,Wei Yingwu,韋應物,737,792,京兆,西安,,長安遇馮著,,5 12,冥冥花正開，颺颺燕新乳。,Now the flowers here have blossomed on the sly; and young swallows learn to fly in the sky.,Míng míng huā zhèng kāi, yángyáng yàn xīn rǔ.,36,五言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E5%AE%89%E9%81%87%E9%A6%AE%E8%91%97,,,,,,
26,míngmíng,冥冥,冥冥,18,BG,VISUAL,dark,*meng~meng,P-P,RED,1.昏暗貌。2.黑夜；晚上。3.懵懂无知貌。4.引申为不知不觉。 5.迷漫。6.渺茫貌。7.高远貌。8.指高远的空际。 9.幽深貌。10. 指避世隐居之处。 11.指阴间。12.泛指主宰人世祸福的神灵世界。 13.指死亡。14.昏迷；麻木。 15.沉默不语貌。 16.专心致志貌。17.私下；暗中。,1. Seeming dark. 2. Night. 3. Seeming ignorant. 4. Unconscious (metonymy). 5. Hazy. 6. Seeming uncertain. 7. Seeming lofty. 8. Lofty sky. 9. Seeming deep and hidden. 10. Reclusive place. 11. Underworld. 12. World of the spirits that dominate the (mis)fortune of the human world. 13. Death. 14. Unconscious, numb. 15. Silently appearing. 16. Seemingly concentrating. 17. Privately, secretly.,PHENO,PHEPSY,《唐韻》莫經切《集韻》《韻會》忙經切《正韻》眉兵切，音銘。,Wei Yingwu,韋應物,737,792,京兆,西安,,夕次盱眙縣,,5 12,浩浩風起波，冥冥日沈夕。,The wind stirs up huge waves with all its might; and dimly sets the sun out of the sight.,Hào hào fēng qǐ bō, míng míng rì chén xī.,37,五言古诗,http://zh.wikisource.org/wiki/%E5%A4%95%E6%AC%A1%E7%9B%B1%E7%9C%99%E7%B8%A3,,,,,,
134,míngmíng,冥冥,冥冥,97,BG,VISUAL,dark,*meng~meng,P-P,RED,1.昏暗貌。2.黑夜；晚上。3.懵懂无知貌。4.引申为不知不觉。 5.迷漫。6.渺茫貌。7.高远貌。8.指高远的空际。 9.幽深貌。10. 指避世隐居之处。 11.指阴间。12.泛指主宰人世祸福的神灵世界。 13.指死亡。14.昏迷；麻木。 15.沉默不语貌。 16.专心致志貌。17.私下；暗中。,1. Seeming dark. 2. Night. 3. Seeming ignorant. 4. Unconscious (metonymy). 5. Hazy. 6. Seeming uncertain. 7. Seeming lofty. 8. Lofty sky. 9. Seeming deep and hidden. 10. Reclusive place. 11. Underworld. 12. World of the spirits that dominate the (mis)fortune of the human world. 13. Death. 14. Unconscious, numb. 15. Silently appearing. 16. Seemingly concentrating. 17. Privately, secretly.,PHENO,PHEPSY,《唐韻》莫經切《集韻》《韻會》忙經切《正韻》眉兵切，音銘。,Wei Yingwu,韋應物,737,792,京兆,西安,,賦得暮雨送李冑,,5 12,漠漠帆來重，冥冥鳥去遲。,"Lagging come the sails, shrouded in heavy moisture; while in twilight rain-drenched homing birds slowly fly.",Mòmò fān lái zhòng, míng míng niǎo qù chí.,213,五言律诗,http://zh.wikisource.org/wiki/%E8%B3%A6%E5%BE%97%E6%9A%AE%E9%9B%A8%E9%80%81%E6%9D%8E%E5%86%91,,,,,,
61,mòmò,漠漠,漠漠,44,PR,VISUAL,dense,#maek~maek,R~R,RED,1.寂静无声貌。2.密布貌；布列貌。3.迷蒙貌。 4.广阔貌。5.冷淡；不关心。 6.茂盛、浓郁貌。,1. Silent. 2. Densely covered. 3. Misty. 4. Broad. 5. Cold, not caring. 6. Lush and rich in appearance.,PHENO,PHOPHEPS,《唐韻》慕各切《集韻》《韻會》《正韻》末各切，音莫。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,韋諷錄事宅觀曹將軍畫馬圖,,7 34,此皆騎戰一敵萬，縞素漠漠開風沙。,"In battles they are steeds one against ten thousand; on the white silk, they seem to stir up wind and sand.",Cǐ jiē qí zhàn yī dí wàn, gǎosù mòmò kāi fēngshā.,86,七言古诗,http://zh.wikisource.org/wiki/%E9%9F%8B%E8%AB%B7%E9%8C%84%E4%BA%8B%E5%AE%85%E8%A7%80%E6%9B%B9%E5%B0%87%E8%BB%8D%E7%95%AB%E9%A6%AC%E5%9C%96,,,,,,,
70,mòmò,默默,默默,50,PR,VISUAL,secluded,#mok~mok,R~R,RED,1.缄口不说话。2.幽寂无声。3.无知貌。4.不得意。5.暗暗地。,1. Saying nothing. 2. Secluded and silent. 3. Seeming ignorant. 4. Not proud. 5. Secretly.,PHENO,PHEPSY,《唐韻》亡北切《集韻》《韻會》《正韻》密北切，音墨。,Han Yu,韓愈,768,824,河陽,孟縣,昌黎,八月十五夜贈張功曹,,7 34,十生九死到官所，幽居默默如藏逃。,"I went to my new post at life's risk, nine times out of ten; and lived in seclusion like a runagate in his den.",Shí shēng jiǔsǐ dào guān suǒ, yōu jū mòmò rú cáng táo.,92,七言古诗,http://zh.wikisource.org/wiki/%E5%85%AB%E6%9C%88%E5%8D%81%E4%BA%94%E5%A4%9C%E8%B4%88%E5%BC%B5%E5%8A%9F%E6%9B%B9,,,,,,,,
160,mòmò,漠漠,漠漠,118,AT,VISUAL,misty,#maek~maek,R~R,RED,1.寂静无声貌。2.密布貌；布列貌。3.迷蒙貌。 4.广阔貌。5.冷淡；不关心。 6.茂盛、浓郁貌。,1. Silent. 2. Densely covered. 3. Misty. 4. Broad. 5. Cold, not caring. 6. Lush and rich in appearance.,PHENO,PHOPHEPS,《唐韻》慕各切《集韻》《韻會》《正韻》末各切，音莫。,Wang Wei,王維,699,759,祁县,祁县,永济市,積雨輞川莊作,,7 12,漠漠水田飛白鷺，陰陰夏木囀黃鸝。,Over misty water-logged fields white-feathered egrets fly; amidst shadowy summer woods orioles sweetly cry.,Mòmò shuǐtián fēi báilù, yīnyīn xiàmù zhuàn huánglí.,254,七言律诗,http://zh.wikisource.org/wiki/%E7%A9%8D%E9%9B%A8%E8%BC%9E%E5%B7%9D%E8%8E%8A%E4%BD%9C,,,,,,,
133,mòmò,漠漠,漠漠,97,BG,VISUAL,misty,#maek~maek,R~R,RED,1.寂静无声貌。2.密布貌；布列貌。3.迷蒙貌。 4.广阔貌。5.冷淡；不关心。 6.茂盛、浓郁貌。,1. Silent. 2. Densely covered. 3. Misty. 4. Broad. 5. Cold, not caring. 6. Lush and rich in appearance.,PHENO,PHOPHEPS,《唐韻》慕各切《集韻》《韻會》《正韻》末各切，音莫。,Wei Yingwu,韋應物,737,792,京兆,西安,,賦得暮雨送李冑,,5 12,漠漠帆來重，冥冥鳥去遲。,"Lagging come the sails, shrouded in heavy moisture; while in twilight rain-drenched homing birds slowly fly.",Mòmò fān lái zhòng, míng míng niǎo qù chí.,213,五言律诗,http://zh.wikisource.org/wiki/%E8%B3%A6%E5%BE%97%E6%9A%AE%E9%9B%A8%E9%80%81%E6%9D%8E%E5%86%91,,,,,,,
196,niǎoniǎo,袅袅,褭褭,145,PR,VISUAL,long,#newX~newX,S~S,RED,亦作“裊裊”。 1.摇曳不定貌。2.纤长柔美貌。 3.形容声音婉转悠扬。 4.缭绕；缠绕。 5.微风吹拂貌。 ,1. Flickering. 2. Long and soft. 3. Describes a sweet melody. 4. Curled, wound. 5. Like a small breeze blowing.,PHENO,PHEPSY,《廣韻》奴鳥切《韻會》乃了切，音嫋。,Du Mu,杜牧,803,852,萬年,西安,,贈別之一,,7 34,娉娉褭褭十三餘，荳蔻梢頭二月初。,"She is beautiful, slender, a little more than thirteen; looking like cardamom at a spray's tip in early spring.",Pīng pīng niǎo niǎo shísān yú, dòukòu shāotóu èr yuè chū.,339,七言绝句,http://zh.wikisource.org/wiki/%E8%B4%88%E5%88%A5_(%E5%A8%89%E5%A8%89%E8%A4%AD%E8%A4%AD%E5%8D%81%E4%B8%89%E9%A4%98),,,,,,,
140,níngqíng,凝情,凝情,103,PR,COGNITIVE_STATE,focus,*nging~*dzjeng,P-P,RHYME,情意专注。/情意贯注,Focus of affection./Focus reallly hard.,PSYCHO,PSYCHO,《唐韻》《集韻》《正韻》魚陵切《韻會》疑陵切，觺平聲。 ＋ 《唐韻》疾盈切《集韻》《韻會》《正韻》慈盈切，音晴。,Du Mu,杜牧,803,852,萬年,西安,,旅宿,,5 12,旅館無良伴，凝情自悄然。,I stayed at an inn in lack of good company; a sense of lonelinesss came of itself on me.,Lǚguǎn wú liáng bàn, níng qíng zì qiǎorán.,225,五言律诗,http://zh.wikisource.org/wiki/%E6%97%85%E5%AE%BF,,,,,,,,
95,ǒuyǎ,呕哑,嘔啞,70,AD,SOUND,ugly sound,*'uwX~*'aeX,S~S,ALLIT,1.象声词。小儿说话声。2.象声词。管弦声。3.象声词。鸟兽声。 4.象声词。舟车声。 5.象声词。水车车水声。,Onomatopoeia for 1. Small children talking. 2. Snares of an instrument. 3. Sound of birds and beasts. 4. Boats and carts. 5. Water wheels.,PHONO,PHONO,《廣韻》《集韻》《韻會》《正韻》烏侯切，音歐。 ＋ 《廣韻》烏格切《集韻》乙格切《韻會》《正韻》乙革切，音。,Bai Juyi,白居易,772,846,太原,太原市,新郑,琵琶行,,7 12,豈無山歌與村笛，嘔啞嘲哳難為聽。,"There were of course songs by mountain songsters, or sometimes flutes played by idle villagers; but they were mostly grating to the ear, and therefore very displeasing to hear.",Qǐ wú shāngē yǔ cūn dí, ǒu yǎ cháo zhā nánwéi tīng.,114,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,,
83,páihuái,徘徊,徘徊,61,PR,MOVEMENT,wander,#beaj~#hwoj,P-P,CON,1.往返回旋；来回走动。2.犹彷徨。游移不定貌。3.流连；留恋。4.安行貌；徐行貌。5.犹回环。6.见“ 徘徊花 ”=玫瑰花的别称。,1. Go back and forth. 2. Hesitant, wandering. 3. Linger. 4. Slowly walking. 5. Circling. 6. Rose.,PHENO,PHENO,《集韻》同俳（《唐韻》《正韻》步皆切《集韻》《韻會》蒲皆切，音牌。 ）。 ＋ 《廣韻》戸恢切《集韻》《韻會》胡隈切《正韻》胡瑰切，音回。,Bai Juyi,白居易,772,846,太原,太原市,新郑,長恨歌,,7 67,攬衣推枕起徘徊，珠箔銀屏邐迤開。,"Then she pushed aside her pillow, dressed herself and pace to and fro; the pearl shade and the silver screen, one by one to be opened were seen.",Lǎn yī tuī zhěn qǐ páihuái, zhū bó yínpíng lǐ yí kāi.,102,七言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E6%81%A8%E6%AD%8C,,,,,,,
4,páihuái,徘徊,徘徊,3,PR,MOVEMENT,wander,#beaj~#hwoj,P-P,CON,1.往返回旋；来回走动。2.犹彷徨。游移不定貌。3.流连；留恋。4.安行貌；徐行貌。5.犹回环。6.见“ 徘徊花 ”=玫瑰花的别称。,1. Go back and forth. 2. Hesitant, wandering. 3. Linger. 4. Slowly walking. 5. Circling. 6. Rose.,PHENO,PHENO,《集韻》同俳（《唐韻》《正韻》步皆切《集韻》《韻會》蒲皆切，音牌。 ）。 ＋ 《廣韻》戸恢切《集韻》《韻會》胡隈切《正韻》胡瑰切，音回。,Li Bai,李白,701,762,綿州,省江油市,托克马克,月下獨酌,,5 45,我歌月徘徊，我舞影零亂。,"While I'm singing, the moon sways to and fro; while I'm dancing, my shadow tangles so.",Wǒ gē yuè páihuái, wǒ wǔ yǐng língluàn.,4,五言古诗,http://zh.wikisource.org/wiki/%E6%9C%88%E4%B8%8B%E7%8D%A8%E9%85%8C_(%E8%8A%B1%E9%96%93%E4%B8%80%E5%A3%BA%E9%85%92),,,,,,,
203,páihuái,徘徊,徘徊,151,PR,MOVEMENT,wander,#beaj~#hwoj,P-P,CON,1.往返回旋；来回走动。2.犹彷徨。游移不定貌。3.流连；留恋。4.安行貌；徐行貌。5.犹回环。6.见“ 徘徊花 ”=玫瑰花的别称。,1. Go back and forth. 2. Hesitant, wandering. 3. Linger. 4. Slowly walking. 5. Circling. 6. Rose.,PHENO,PHENO,《集韻》同俳（《唐韻》《正韻》步皆切《集韻》《韻會》蒲皆切，音牌。 ）。 ＋ 《廣韻》戸恢切《集韻》《韻會》胡隈切《正韻》胡瑰切，音回。,Wang Changling,王昌齡,698,756,京兆,西安,太原,長信怨,,7 67,奉帚平明金殿開，暫將團扇共徘徊。,"At dawn when the palace gate opens, she will sweep around; then for a while she will stroll about, holding a fan round.",Fèng zhǒu píngmíng jīndiànkāi, zàn jiāng tuánshàn gòng páihuái.,349,乐府,http://zh.wikisource.org/wiki/%E9%95%B7%E4%BF%A1%E6%80%A8_(%E7%8E%8B%E6%98%8C%E9%BD%A1),,,,,,,
111,pánpán,盘盘,盤盤,79,UT,VISUAL,wind,#bwan~bwan,P~P,RED,1.曲折回绕貌。 2.宽广貌；巨大貌。 ,1. Tortuous, winding. 2. Wide, huge.,PHENO,PHENO,《唐韻》薄官切《集韻》《韻會》《正韻》蒲官切，畔平聲。,Li Bai,李白,701,762,綿州,省江油市,托克马克,蜀道難,,5 45,青泥何盤盤，百步九折縈巖巒。,How winding is Mount Green Turf and how tortuous!,Qīng ní hé pán pán, bǎi bù jiǔ zhé yíng yán luán.,136,乐府,http://zh.wikisource.org/wiki/%E8%9C%80%E9%81%93%E9%9B%A3_(%E6%9D%8E%E7%99%BD),,,,,,
