NUMBER,TRAD,SIMPL,PINYIN,SEMANTIC,FORM-CHAR,Old-Chinese,FORM-MECH,TITLE,PoemGroup,LINE,TRANSLATION,ZDIC,RICCI,,,,,
548,洋洋,洋洋,yángyáng,VISUAL,AA,,REDUPLICATION,閟 宮,LuSong,萬舞洋洋、孝孫有慶。,And the dancers all-complete. The filial descendant will be blessed.,1. 水勢盛大的樣子。詩經．衛風．碩人：「河水洋洋，北流活活。」宋．陳亮．水調歌頭．不見南師久詞：「自笑堂堂漢使，得似洋洋河水，依舊祇流東？」2. 廣闊無際的樣子。詩經．大雅．大明：「牧野洋洋，檀車煌煌。」3. 眾多貌。詩經．魯頌．閟宮：「萬舞洋洋，孝孫有慶。」4. 美善的樣子。書經．伊訓：「聖謨洋洋，嘉言孔彰。」5. 彷彿、想像。禮記．中庸：「盛服以承祭祀，洋洋乎如在其上。」6. 舒緩的樣子。孟子．萬章上：「始舍之，圉圉焉，少則洋洋焉，攸然而逝。」7. 充滿貌。禮記．中庸：「聖人之道，洋洋乎發育萬物。」紅樓夢．第二十一回：「看至此段，意趣洋洋，逞著酒興，不禁提筆。」8. 沒有歸宿、沒有依靠的樣子。楚辭．屈原．九章．哀郢：「順風波以從流兮，焉洋洋而為客。」9. 得意的樣子。宋．范仲淹．岳陽樓記：「登斯樓也，則有心曠神怡，寵辱皆忘，把酒臨風，其喜洋洋者矣。」10. 莊重敬慎的樣子。文選．傅毅．舞賦：「或有矜容愛儀，洋洋習習。」,Vaste; de grande portée; qui s’étend abondamment en grand nombre.,,,,,
549,炎炎,炎炎,yányán,VISUAL,AA,,REDUPLICATION,雲 漢,DaYa,赫赫炎炎、云我無所。,More fierce and fiery, It is leaving me no place.,1. 很熱的樣子。如：「夏日炎炎」。2. 熱氣很盛的樣子。詩經．大雅．雲漢：「赫赫炎炎，云我無所。」紅樓夢．第一回「只見烈日炎炎，芭蕉冉冉，夢中之事便忘了對半。」3.火光猛烈的樣子。史記．卷二十七．天官書：「炎炎有光，偃兵。」清．金俞邁．詠木棉事詩：「鋤花偏喜日卓午，曦馭炎炎似火輪。」4. 權勢顯赫的樣子。文選．揚雄．解嘲：「炎炎者滅，隆隆者絕。」,,,,,
737,搖搖,摇摇,yáo yáo,FEELING,AA,,REDUPLICATION,黍 離,GuoFeng,行邁靡靡、中心搖搖。,Slowly I moved about, In my heart all-agitated.,1. 搖動的樣子。 明．高啟．風樹操：「朝風之飄飄兮，維樹之搖搖兮。」2. 心緒不寧、六神無主的樣子。詩經．王風．黍離：「行邁靡靡，中心搖搖。」孔穎達．正義：「搖搖是心憂無所附著之意。」明．張鳳翼．灌園記．第十八齣：「金針懶拈，繡線懶添，心搖搖不定如蓬轉。」3. 遙遠的樣子。漢書．卷二十七．五行志中之上：「鴝鵒之巢，遠哉搖搖。」唐．權德輿．祇役江西路上以詩代書寄內詩：「搖搖結遐心，靡靡即路長。」,,,,,
550,夭夭,夭夭,yāo yāo,EVALUATION,AA,,REDUPLICATION,凱 風,GuoFeng,棘心夭夭、母氏劬勞。,Till that heart looks tender and beautiful. What toil and pain did our mother endure!,1. 少壯美盛的樣子。詩經．周南．桃夭：「桃之夭夭，灼灼其華。」文選．阮籍．詠懷詩十七首之四：「夭夭桃李花，灼灼有輝光。」2.顏色和悅的樣子。論語．述而：「子之燕居，申申如也，夭夭如也。」,,,,,,
552,喓喓,喓喓,yāo yāo,SOUND,AA,,REDUPLICATION,出 車,XiaoYa,喓喓草蟲、趯趯阜螽。,Yao-yao go the grass-insects, And the hoppers leap about.,狀聲詞。形容蟲鳴聲。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」,Onomat. imitant la stridulation des cigales, grillons, etc.,,
551,喓喓,喓喓,yāo yāo,SOUND,AA,,REDUPLICATION,草 蟲,GuoFeng,喓喓草蟲、趯趯阜螽,Yao-yao went the grass-insects, And the hoppers sprang about.,狀聲詞。形容蟲鳴聲。詩經．召南．草蟲：「喓喓草蟲，趯趯阜螽。」,Onomat. imitant la stridulation des cigales, grillons, etc.,,
553,夭夭,夭夭,yāo yāo,VISUAL,AA,,REDUPLICATION,桃 夭,GuoFeng,桃之夭夭、灼灼其華。,The peach tree is young and elegant; Brilliant are its flowers.,1. 少壯美盛的樣子。詩經．周南．桃夭：「桃之夭夭，灼灼其華。」文選．阮籍．詠懷詩十七首之四：「夭夭桃李花，灼灼有輝光。」2.顏色和悅的樣子。論語．述而：「子之燕居，申申如也，夭夭如也。」,,,,,,
554,夭夭,夭夭,yāo yāo,VISUAL,AA,,REDUPLICATION,桃 夭,GuoFeng,桃之夭夭、有蕡其實。,The peach tree is young and elegant; Abundant will be its fruits.,1. 少壯美盛的樣子。詩經．周南．桃夭：「桃之夭夭，灼灼其華。」文選．阮籍．詠懷詩十七首之四：「夭夭桃李花，灼灼有輝光。」2.顏色和悅的樣子。論語．述而：「子之燕居，申申如也，夭夭如也。」,,,,,,
555,夭夭,夭夭,yāo yāo,VISUAL,AA,,REDUPLICATION,桃 夭,GuoFeng,桃之夭夭、其葉蓁蓁。,The peach tree is young and elegant; Luxuriant are its leaves.,1. 少壯美盛的樣子。詩經．周南．桃夭：「桃之夭夭，灼灼其華。」文選．阮籍．詠懷詩十七首之四：「夭夭桃李花，灼灼有輝光。」2.顏色和悅的樣子。論語．述而：「子之燕居，申申如也，夭夭如也。」,,,,,,
556,窈窕,窈窕,yǎotiǎo,EVALUATION,AB,*ʔˤ[e]wʔ lˤ[e]wʔ,RHYME,關 雎,GuoFeng,窈窕淑女、君子好逑。,The modest, retiring, virtuous, young lady: For our prince a good mate she.,1. 幽靜美好的樣子。詩經．周南．關雎：「窈窕淑女，君子好逑。」清．王國維．蝶戀花．百尺朱樓臨大道詞：「獨倚闌干人窈窕，閒中數盡行人小。」2. 妖冶的樣子。後漢書．卷八十四．列女傳．曹世叔妻傳：「入則亂髮壞形，出則窈窕作態。」3. 深遠的樣子。文選．郭璞．江賦：「潛逵傍通，幽岫窈窕。」文選．陶淵明．歸去來辭：「既窈窕以尋壑，亦崎嶇而經丘。」,1. (Jeune fille) charmante et modeste; belle et vertueuse ( 詩經 Shi Jing ou Livre des Odes). 2. (Jeune fille) gracieuse; séduisante (en parl. d’une femme). 3. Retiré; solitaire.,,
557,窈窕,窈窕,yǎotiǎo,EVALUATION,AB,*ʔˤ[e]wʔ lˤ[e]wʔ,RHYME,關 雎,GuoFeng,窈窕淑女、寤寐求之。,The modest, retiring, virtuous, young lady: Waking and sleeping, he sought her.,1. 幽靜美好的樣子。詩經．周南．關雎：「窈窕淑女，君子好逑。」清．王國維．蝶戀花．百尺朱樓臨大道詞：「獨倚闌干人窈窕，閒中數盡行人小。」2. 妖冶的樣子。後漢書．卷八十四．列女傳．曹世叔妻傳：「入則亂髮壞形，出則窈窕作態。」3. 深遠的樣子。文選．郭璞．江賦：「潛逵傍通，幽岫窈窕。」文選．陶淵明．歸去來辭：「既窈窕以尋壑，亦崎嶇而經丘。」,1. (Jeune fille) charmante et modeste; belle et vertueuse ( 詩經 Shi Jing ou Livre des Odes). 2. (Jeune fille) gracieuse; séduisante (en parl. d’une femme). 3. Retiré; solitaire.,
558,窈窕,窈窕,yǎotiǎo,EVALUATION,AB,*ʔˤ[e]wʔ lˤ[e]wʔ,RHYME,關 雎,GuoFeng,窈窕淑女、琴瑟友之。,The modest, retiring, virtuous, young lady: With lutes, small and large, let us give her friendly welcome.,1. 幽靜美好的樣子。詩經．周南．關雎：「窈窕淑女，君子好逑。」清．王國維．蝶戀花．百尺朱樓臨大道詞：「獨倚闌干人窈窕，閒中數盡行人小。」2. 妖冶的樣子。後漢書．卷八十四．列女傳．曹世叔妻傳：「入則亂髮壞形，出則窈窕作態。」3. 深遠的樣子。文選．郭璞．江賦：「潛逵傍通，幽岫窈窕。」文選．陶淵明．歸去來辭：「既窈窕以尋壑，亦崎嶇而經丘。」,1. (Jeune fille) charmante et modeste; belle et vertueuse ( 詩經 Shi Jing ou Livre des Odes). 2. (Jeune fille) gracieuse; séduisante (en parl. d’une femme). 3. Retiré; solitaire.
559,窈窕,窈窕,yǎotiǎo,EVALUATION,AB,*ʔˤ[e]wʔ lˤ[e]wʔ,RHYME,關 雎,GuoFeng,窈窕淑女、鍾鼓樂之。,The modest, retiring, virtuous, young lady: With bells and drums let us show our delight in her.,1. 幽靜美好的樣子。詩經．周南．關雎：「窈窕淑女，君子好逑。」清．王國維．蝶戀花．百尺朱樓臨大道詞：「獨倚闌干人窈窕，閒中數盡行人小。」2. 妖冶的樣子。後漢書．卷八十四．列女傳．曹世叔妻傳：「入則亂髮壞形，出則窈窕作態。」3. 深遠的樣子。文選．郭璞．江賦：「潛逵傍通，幽岫窈窕。」文選．陶淵明．歸去來辭：「既窈窕以尋壑，亦崎嶇而經丘。」,1. (Jeune fille) charmante et modeste; belle et vertueuse ( 詩經 Shi Jing ou Livre des Odes). 2. (Jeune fille) gracieuse; séduisante (en parl. d’une femme). 3. Retiré; solitaire.,,
560,業業,业业,yè yè,FEELING,AA,,REDUPLICATION,雲 漢,DaYa,兢兢業業、如霆如雷。,I am full of terror and feel the peril, Like the clap of thunder or the roll.,1. 危懼的樣子。書經．皐陶謨：「兢兢業業，一日二日萬幾。」詩經．大雅．雲漢：「兢兢業業，如霆如雷。」2. 高大強壯的樣子。詩經．小雅．采薇：「戎車既駕，四牡業業。」3. 動的樣子。詩經．大雅．常武：「赫赫業業，有嚴天子。」,1. Avec crainte, appréhension. 2. Vigoureux.,,,
562,業業,业业,yè yè,FEELING,AA,,REDUPLICATION,召 旻,DaYa,兢兢業業、孔填不寧、我位孔貶。,We, careful and feeling in peril, For long in unrest, Are constantly subjected to degradation.,1. 危懼的樣子。書經．皐陶謨：「兢兢業業，一日二日萬幾。」詩經．大雅．雲漢：「兢兢業業，如霆如雷。」2. 高大強壯的樣子。詩經．小雅．采薇：「戎車既駕，四牡業業。」3. 動的樣子。詩經．大雅．常武：「赫赫業業，有嚴天子。」,1. Avec crainte, appréhension. 2. Vigoureux.,
561,業業,业业,yè yè,FEELING,AA,,REDUPLICATION,常 武,DaYa,赫赫業業、有嚴天子。,Full of grandeur and strength, The Son of Heaven looked majestic.,1. 危懼的樣子。書經．皐陶謨：「兢兢業業，一日二日萬幾。」詩經．大雅．雲漢：「兢兢業業，如霆如雷。」2. 高大強壯的樣子。詩經．小雅．采薇：「戎車既駕，四牡業業。」3. 動的樣子。詩經．大雅．常武：「赫赫業業，有嚴天子。」,1. Avec crainte, appréhension. 2. Vigoureux.,,,
759,爗爗,爗爗,yè yè,VISUAL,AA,,REDUPLICATION,十 月 之 交,XiaoYa,㷸㷸震電、不寧不令。,"Grandly flashes the lightning of the thunder; There is a want of rest, a want of good.",1.光鮮明亮的樣子。唐．盧綸．割飛二刀子歌：「刀乎刀乎何燁燁，魑魅須藏怪須懾。」2.顯赫的樣子。宋．司馬光．答謝公儀啟：「某官以英偉之才，負天下燁燁之望。」,,,,,,
563,業業,业业,yè yè,VISUAL+EVALUATION,AA,,REDUPLICATION,采 薇,XiaoYa,戎車既駕、四牡業業。,His war carriage is yoked; The four steeds are strong.,1. 危懼的樣子。書經．皐陶謨：「兢兢業業，一日二日萬幾。」詩經．大雅．雲漢：「兢兢業業，如霆如雷。」2. 高大強壯的樣子。詩經．小雅．采薇：「戎車既駕，四牡業業。」3. 動的樣子。詩經．大雅．常武：「赫赫業業，有嚴天子。」,1. Avec crainte, appréhension. 2. Vigoureux.,,,,
564,業業,业业,yè yè,VISUAL+EVALUATION,AA,,REDUPLICATION,烝 民,DaYa,仲山甫出祖、四牡業業、,"Zhong Shan-fu went forth, having sacrificed to the Spirit of the road. His four steeds were strong;",1. 危懼的樣子。書經．皐陶謨：「兢兢業業，一日二日萬幾。」詩經．大雅．雲漢：「兢兢業業，如霆如雷。」2. 高大強壯的樣子。詩經．小雅．采薇：「戎車既駕，四牡業業。」3. 動的樣子。詩經．大雅．常武：「赫赫業業，有嚴天子。」,1. Avec crainte, appréhension. 2. Vigoureux.,,,,
565,猗嗟,猗嗟,yī jiē,SOUND+FEELING,AB,*q(r)ajʔ *tsaj,RHYME,猗 嗟,GuoFeng,猗嗟昌兮、頎而長兮、,Alas for him, so handsome and accomplished! How grandly tall!,1. 表示讚嘆的語詞。詩經．齊風．猗嗟：「猗嗟昌兮，頎而長兮。」毛亨．傳：「猗嗟，歎辭。」唐．張說．大唐中散大夫行淄州司馬鄭府君神道碑：「猗嗟君子，世濟其美。」2. 詩經齊風的篇名。共三章。根據詩序：「猗嗟，刺魯莊公也。」首章二句為：「猗嗟昌兮，頎而長兮。」3. 猗嗟，嘆詞。,Exclam. d’admiration : Oh ! ah !,,,,
566,猗嗟,猗嗟,yī jiē,SOUND+FEELING,AB,*q(r)ajʔ *tsaj,RHYME,猗 嗟,GuoFeng,猗嗟名兮、美目清兮。,Alas for him, so famous! His beautiful eyes how clear!,1. 表示讚嘆的語詞。詩經．齊風．猗嗟：「猗嗟昌兮，頎而長兮。」毛亨．傳：「猗嗟，歎辭。」唐．張說．大唐中散大夫行淄州司馬鄭府君神道碑：「猗嗟君子，世濟其美。」2. 詩經齊風的篇名。共三章。根據詩序：「猗嗟，刺魯莊公也。」首章二句為：「猗嗟昌兮，頎而長兮。」3. 猗嗟，嘆詞。,Exclam. d’admiration : Oh ! ah !,,,,
567,猗嗟,猗嗟,yī jiē,SOUND+FEELING,AB,*q(r)ajʔ *tsaj,RHYME,猗 嗟,GuoFeng,猗嗟孌兮、清揚婉兮。,Alas for him, so beautiful! His bright eyes and high forehead how lovely!,1. 表示讚嘆的語詞。詩經．齊風．猗嗟：「猗嗟昌兮，頎而長兮。」毛亨．傳：「猗嗟，歎辭。」唐．張說．大唐中散大夫行淄州司馬鄭府君神道碑：「猗嗟君子，世濟其美。」2. 詩經齊風的篇名。共三章。根據詩序：「猗嗟，刺魯莊公也。」首章二句為：「猗嗟昌兮，頎而長兮。」3. 猗嗟，嘆詞。,Exclam. d’admiration : Oh ! ah !,,,,
568,噫嘻,噫嘻,yī xī,SOUND+FEELING,AB,*ʔ(r)ək-s *qʰ(r)əʔ,ASSONANCE,噫 嘻,ZhouSong,噫嘻成王、既昭假爾。,Oh! yes, king Cheng, Brightly brought himself near.,1. 嘆美詞。詩經．周頌．噫嘻：「噫嘻成王！既昭假爾。」2. 悲嘆聲。宋．歐陽修．秋聲賦：「噫嘻悲哉！此秋聲也！」3. 驚恨聲。史記．卷八十三．魯仲連鄒陽傳：「噫嘻！亦太甚矣，先生之言也！先生又惡能使秦王烹醢梁王？」,(interj. d’admiration) Ah ! Oh !,,,
569,熠燿,熠耀,yì yào,VISUAL,AB,*s-ɢʷәp (k?) *lewk-s,DIFFERENT,東 山,GuoFeng,町畽鹿場、熠燿宵行。,Our paddocks would be deer-fields; The fitful light of the glow-worms would be all about.,1. 光亮鮮明的樣子。詩經．豳風．東山：「倉庚于飛，熠燿其羽。」唐．陳鴻．長恨傳：「時每歲十月，駕幸華清宮，內外命婦，熠燿景從。」2. 螢火。詩經．豳風．東山：「町畽鹿場，熠燿宵行。」文選．潘岳．秋興賦：「熠燿粲於階闥兮，蟋蟀鳴乎軒屏。」,Éclatant; brillant.,,,,,
570,熠燿,熠耀,yì yào,VISUAL,AB,*s-ɢʷәp (k?) *lewk-s,DIFFERENT,東 山,GuoFeng,倉庚于飛、熠燿其羽。,The oriole is flying about, Now here, now there, are its wings.,1. 光亮鮮明的樣子。詩經．豳風．東山：「倉庚于飛，熠燿其羽。」唐．陳鴻．長恨傳：「時每歲十月，駕幸華清宮，內外命婦，熠燿景從。」2. 螢火。詩經．豳風．東山：「町畽鹿場，熠燿宵行。」文選．潘岳．秋興賦：「熠燿粲於階闥兮，蟋蟀鳴乎軒屏。」,Éclatant; brillant.,,
571,蛇蛇,蛇蛇,yí yí,SOUND+EVALUATION,AA,,REDUPLICATION,巧 言,XiaoYa,蛇蛇碩言、出自口矣。,Their easy and grand words, [Only] issue from their mouths.,淺薄、自大誇張。詩經．小雅．巧言：「蛇蛇碩言，出自口矣。」,(anc.) Creux et vaniteux (en parl. d’un discours).,,,,
572,泄泄,泄泄,yì yì,EVALUATION,AA,,REDUPLICATION,板,DaYa,天之方蹶、無然泄泄。,Heaven is now producing such movements; Do not be so indifferent.,1. 從容自在的樣子。詩經．邶風．雄雉：「雄雉于飛，泄泄其羽。」2. 競進的樣子。詩經．大雅．板：「天之方蹶，無然泄泄。」,1. À l’aise; paisiblement. 2. Nombreux. 3. Insouciant; négligent; lent.,,,,,
765,弈弈,弈弈,yì yì,FEELING,AA,,REDUPLICATION,頍 弁,XiaoYa,未見君子、憂心弈弈。,While they do not see you, O king, Their sorrowful hearts are all-unsettled.,,,,,
573,繹繹,绎绎,yì yì,MOVEMENT,AA,,REDUPLICATION,駉,LuSong,有騮有雒、以車繹繹。,"Some, red and black-maned; some, black and white-maned; [All], docile in the carriage,",1. 善走。詩經．魯頌．駉：「有駵有雒，以車繹繹。」2. 調和的樣子。漢書．卷七十三．韋賢傳：「繹繹六轡，是列是理。」3. 興盛不絕的樣子。爾雅．釋訓：「繹繹，生也。」文選．揚雄．甘泉賦：「是時未轃夫甘泉也，迺望通天之繹繹。」,1. Rapide (en parl. d’une voiture). 2. Assortie. 3. Indéfiniment; sans interruption. 4. Brillant; éclatant.,,,,,
575,仡仡,仡仡,yì yì,VISUAL,AA,,REDUPLICATION,皇 矣,DaYa,臨衝茀茀、崇墉仡仡。,"The engines of onfall and assault were vigorously plied, Against the walls of Chong very strong;",1. 勇壯的樣子。書經．泰誓：「仡仡勇夫，射御不違。」漢書．卷七十五．李尋傳：「昔秦穆公說諓諓之言，任仡仡之勇，身受大辱，社稷幾亡。」2. 高大的樣子。詩經．大雅．皇矣：「臨衝茀茀，崇墉仡仡。」,1. Air fier et imposant. Robuste; fort; martial; courageux; audacieux; brave. 2. Peiner. Laborieux; zélé. 3. Se dresser. Haut; élevé. 4. Muet de peur; terrorisé.,,,,,
577,驛驛,驿驿,yì yì,VISUAL,AA,,REDUPLICATION,載 芟,ZhouSong,驛驛其達、有厭其傑。,In unbroken lines rises the blade, And well-nourished the stalks grow long.,連續不絕的樣子。晉書．卷九十二．文苑傳．成公綏傳：「乃吟詠而發歎，聲驛驛而響連。」,,,,,
576,奕奕,奕奕,yì yì,VISUAL,AA,,REDUPLICATION,車 攻,XiaoYa,駕彼四牡、四牡奕奕。,With their four-horsed chariots [they came], Forming a long train,,1. 多而布散的樣子。詩經．大雅．韓奕：「四牡奕奕，孔脩且張。」2.美盛的樣子。詩經．小雅．巧言：「奕奕寢廟，君子作之。」文選．謝惠連．秋懷詩：「皎皎天月明，奕奕河宿爛。」3. 煥發的樣子。北齊書．卷十二．武成十二王傳．琅邪王儼傳：「琅邪王眼光奕奕，數步射人。」如：「神采奕奕」。,,,,
574,泄泄,泄泄,yì yì,VISUAL,AA,,REDUPLICATION,十 畝 之 間,GuoFeng,十畝之外兮、桑者泄泄兮。,Beyond those ten acres, The mulberry-planters move idly about.,1. 從容自在的樣子。詩經．邶風．雄雉：「雄雉于飛，泄泄其羽。」2. 競進的樣子。詩經．大雅．板：「天之方蹶，無然泄泄。」,1. À l’aise; paisiblement. 2. Nombreux. 3. Insouciant; négligent; lent.,,,,
580,奕奕,奕奕,yì yì,VISUAL+EVALUATION,AA,,REDUPLICATION,韓 奕,DaYa,奕奕梁山、維禹甸之、,Very grand is the mountain of Liang, Which was made cultivable by Yu.,1. 多而布散的樣子。詩經．大雅．韓奕：「四牡奕奕，孔脩且張。」2.美盛的樣子。詩經．小雅．巧言：「奕奕寢廟，君子作之。」文選．謝惠連．秋懷詩：「皎皎天月明，奕奕河宿爛。」3. 煥發的樣子。北齊書．卷十二．武成十二王傳．琅邪王儼傳：「琅邪王眼光奕奕，數步射人。」如：「神采奕奕」。,,,,,
581,奕奕,奕奕,yì yì,VISUAL+EVALUATION,AA,,REDUPLICATION,韓 奕,DaYa,四牡奕奕、孔脩且張。,With his four steeds, all noble, Very long, and large,,1. 多而布散的樣子。詩經．大雅．韓奕：「四牡奕奕，孔脩且張。」2.美盛的樣子。詩經．小雅．巧言：「奕奕寢廟，君子作之。」文選．謝惠連．秋懷詩：「皎皎天月明，奕奕河宿爛。」3. 煥發的樣子。北齊書．卷十二．武成十二王傳．琅邪王儼傳：「琅邪王眼光奕奕，數步射人。」如：「神采奕奕」。,,
579,奕奕,奕奕,yì yì,VISUAL+EVALUATION,AA,,REDUPLICATION,巧 言,XiaoYa,奕奕寢廟、君子作之。,Very grand is the ancestral temple; A true sovereign made it.,1. 多而布散的樣子。詩經．大雅．韓奕：「四牡奕奕，孔脩且張。」2.美盛的樣子。詩經．小雅．巧言：「奕奕寢廟，君子作之。」文選．謝惠連．秋懷詩：「皎皎天月明，奕奕河宿爛。」3. 煥發的樣子。北齊書．卷十二．武成十二王傳．琅邪王儼傳：「琅邪王眼光奕奕，數步射人。」如：「神采奕奕」。,,,,,,
578,泄泄,泄泄,yì yì,VISUAL+EVALUATION,AA,,REDUPLICATION,雄 雉,GuoFeng,雄雉于飛、泄泄其羽。,The male pheasant flies away, Lazily moving his wings.,1. 從容自在的樣子。詩經．邶風．雄雉：「雄雉于飛，泄泄其羽。」2. 競進的樣子。詩經．大雅．板：「天之方蹶，無然泄泄。」,1. À l’aise; paisiblement. 2. Nombreux. 3. Insouciant; négligent; lent.,,,,
582,奕奕,奕奕,yì yì,VISUAL+EVALUATION,AA,,REDUPLICATION,閟 宮,LuSong,新廟奕奕、奚斯所作。,The large inner apartments rose vast. Splendid look the new temples,,1. 多而布散的樣子。詩經．大雅．韓奕：「四牡奕奕，孔脩且張。」2.美盛的樣子。詩經．小雅．巧言：「奕奕寢廟，君子作之。」文選．謝惠連．秋懷詩：「皎皎天月明，奕奕河宿爛。」3. 煥發的樣子。北齊書．卷十二．武成十二王傳．琅邪王儼傳：「琅邪王眼光奕奕，數步射人。」如：「神采奕奕」。,,,,,
583,揖揖,揖揖,yī yī,VISUAL,AA,,REDUPLICATION,螽 斯,GuoFeng,螽斯羽、揖揖兮。,Ye locusts, winged tribes, How you cluster together!,眾多會聚的樣子。詩經．周南．螽斯：「螽斯羽，揖揖兮。宜爾子孫蟄蟄兮。」宋．歐陽修．別後奉寄聖俞二十五兄詩：「我年雖少君，白髮已揖揖。」,,,,
731,猗猗,猗猗,yī yī,VISUAL,AA,,REDUPLICATION,淇 奧,GuoFeng,瞻彼淇奧、綠竹猗猗。,Look at those recesses in the banks of the Qi, With their green bamboos, so fresh and luxuriant!,1. 美盛的樣子。詩經．衛風．淇奧：「瞻彼淇奧，綠竹猗猗。」2.柔和的樣子。文選．嵇康．琴賦：「微風餘音，靡靡猗猗。」,,,,
585,猗與 / 猗歟,猗与 / 猗欤,yī yǔ,SOUND,AB,*q(r)ajʔ *ɢaʔ-s,DIFFERENT,那,ShangSong,猗與那與、置我鞉鼓。,How admirable! how complete! Here are set our hand-drums and drums.,,Ah ! que c’est beau !,,,,,
584,猗與 / 猗歟,猗与 / 猗欤,yī yǔ,SOUND,AB,*q(r)ajʔ *ɢaʔ-s,DIFFERENT,潛,ZhouSong,猗與漆沮、潛有多魚、,"Oh! in the Qi and the Ju, There are many fish in the warrens;",,Ah ! que c’est beau !,,,,,
587,慇慇,殷殷,yīn yīn,FEELING,AA,,REDUPLICATION,桑 柔,DaYa,憂心慇慇、念我土宇。,The grief of my heart is extreme, And I dwell on [the condition of] our territory.,憂傷、哀痛的樣子。詩經．小雅．正月：「念我獨兮，憂心慇慇。」,,,,,
586,慇慇,殷殷,yīn yīn,FEELING,AA,,REDUPLICATION,正 月,XiaoYa,念我獨兮、憂心慇慇。,When I think of my solitariness, My sorrowing heart is full of distress.,憂傷、哀痛的樣子。詩經．小雅．正月：「念我獨兮，憂心慇慇。」,,,,,
588,營營,营营,yíng yíng,MOVEMENT,AA,,REDUPLICATION,青 蠅,XiaoYa,營營青蠅、止于樊。,They buzz about, the blue flies, Lighting on the fences.,1. 往來頻繁的樣子。詩經．小雅．青蠅：「營營青蠅，止于樊。」唐．白居易．白牡丹詩：「城中看花客，旦暮走營營。」2. 追求奔逐。莊子．庚桑楚：「全汝形，抱汝生，勿使汝思慮營營。」宋．蘇軾．臨江仙．夜飲東坡醒復醉詞：「長恨此身非我有，何時忘卻營營？」3. 內心煩躁不安。聊齋志異．卷十．炙戩：「中心營營，寢食都廢。」,1. Onomat. imitant un bourdonnement. 2. Aller et venir; tournoyer. 3. Affairé. 4. En désordre. 5. Impatient; angoissé.,,,
589,營營,营营,yíng yíng,MOVEMENT,AA,,REDUPLICATION,青 蠅,XiaoYa,營營青蠅、止于棘。,They buzz about, the blue flies, Lighting on the jujube trees.,1. 往來頻繁的樣子。詩經．小雅．青蠅：「營營青蠅，止于樊。」唐．白居易．白牡丹詩：「城中看花客，旦暮走營營。」2. 追求奔逐。莊子．庚桑楚：「全汝形，抱汝生，勿使汝思慮營營。」宋．蘇軾．臨江仙．夜飲東坡醒復醉詞：「長恨此身非我有，何時忘卻營營？」3. 內心煩躁不安。聊齋志異．卷十．炙戩：「中心營營，寢食都廢。」,1. Onomat. imitant un bourdonnement. 2. Aller et venir; tournoyer. 3. Affairé. 4. En désordre. 5. Impatient; angoissé.,,,
590,營營,营营,yíng yíng,MOVEMENT,AA,,REDUPLICATION,青 蠅,XiaoYa,營營青蠅、止于榛。,They buzz about, the blue flies, Lighting on the hazel trees.,1. 往來頻繁的樣子。詩經．小雅．青蠅：「營營青蠅，止于樊。」唐．白居易．白牡丹詩：「城中看花客，旦暮走營營。」2. 追求奔逐。莊子．庚桑楚：「全汝形，抱汝生，勿使汝思慮營營。」宋．蘇軾．臨江仙．夜飲東坡醒復醉詞：「長恨此身非我有，何時忘卻營營？」3. 內心煩躁不安。聊齋志異．卷十．炙戩：「中心營營，寢食都廢。」,1. Onomat. imitant un bourdonnement. 2. Aller et venir; tournoyer. 3. Affairé. 4. En désordre. 5. Impatient; angoissé.,,,
591,嚶嚶,嘤嘤,yīng yīng,SOUND,AA,,REDUPLICATION,伐 木,XiaoYa,伐木丁丁、鳥鳴嚶嚶。,On the trees go the blows zheng-zheng; And the birds cry out ying-ying.,1. 狀聲詞：(a)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(b)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(c)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」2. 比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」,1. Onomat. imitant le chant des oiseaux. 2. Harmonie entre amis. 3. Cri de certains animaux (cheval, chien, abeille, etc.). 4. Sanglots. 5. Bruit aigu, strident ou frêle.,
768,英英,英英,yīng yīng,VISUAL,AA,,REDUPLICATION,白 華,XiaoYa,英英白雲、露彼菅茅。,The light and brilliant clouds, Bedew the rush and the grass.,1. 俊美、氣概不凡。南史．卷四十八．陸慧曉傳：「顧琛一公兩掾，英英門戶。」2.白雲舒卷的樣子。詩經．小雅．白華：「英英白華，露彼菅茅。」南朝宋．謝莊．懷園引：「朱光藹藹雲英英，新禽喈喈又晨鳴。」3.音樂和諧美盛的樣子。呂氏春秋．仲夏紀．古樂：「以其尾鼓其腹，其音英英。」,,,,,
